player_x,player_y,target_x,target_y,left,right,up,down,score
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
400,500,658,199,0,0,0,0,0
405,500,658,199,0,1,0,0,0
410,500,658,199,0,1,0,0,0
415,500,658,199,0,1,0,0,0
420,500,658,199,0,1,0,0,0
425,500,658,199,0,1,0,0,0
430,500,658,199,0,1,0,0,0
435,500,658,199,0,1,0,0,0
440,500,658,199,0,1,0,0,0
445,500,658,199,0,1,0,0,0
450,500,658,199,0,1,0,0,0
455,500,658,199,0,1,0,0,0
460,500,658,199,0,1,0,0,0
465,500,658,199,0,1,0,0,0
470,500,658,199,0,1,0,0,0
475,500,658,199,0,1,0,0,0
480,500,658,199,0,1,0,0,0
485,500,658,199,0,1,0,0,0
490,500,658,199,0,1,0,0,0
495,500,658,199,0,1,0,0,0
500,500,658,199,0,1,0,0,0
505,500,658,199,0,1,0,0,0
510,500,658,199,0,1,0,0,0
515,500,658,199,0,1,0,0,0
520,500,658,199,0,1,0,0,0
525,500,658,199,0,1,0,0,0
530,500,658,199,0,1,0,0,0
535,500,658,199,0,1,0,0,0
540,500,658,199,0,1,0,0,0
545,500,658,199,0,1,0,0,0
550,500,658,199,0,1,0,0,0
555,500,658,199,0,1,0,0,0
560,500,658,199,0,1,0,0,0
565,500,658,199,0,1,0,0,0
570,500,658,199,0,1,0,0,0
575,500,658,199,0,1,0,0,0
580,500,658,199,0,1,0,0,0
585,500,658,199,0,1,0,0,0
590,500,658,199,0,1,0,0,0
595,500,658,199,0,1,0,0,0
600,500,658,199,0,1,0,0,0
605,500,658,199,0,1,0,0,0
605,495,658,199,0,0,1,0,0
605,490,658,199,0,0,1,0,0
605,485,658,199,0,0,1,0,0
605,480,658,199,0,0,1,0,0
605,475,658,199,0,0,1,0,0
605,470,658,199,0,0,1,0,0
605,465,658,199,0,0,1,0,0
605,460,658,199,0,0,1,0,0
605,455,658,199,0,0,1,0,0
605,450,658,199,0,0,1,0,0
605,445,658,199,0,0,1,0,0
605,440,658,199,0,0,1,0,0
605,435,658,199,0,0,1,0,0
605,430,658,199,0,0,1,0,0
605,425,658,199,0,0,1,0,0
605,420,658,199,0,0,1,0,0
605,415,658,199,0,0,1,0,0
605,410,658,199,0,0,1,0,0
605,405,658,199,0,0,1,0,0
605,400,658,199,0,0,1,0,0
605,395,658,199,0,0,1,0,0
605,390,658,199,0,0,1,0,0
605,385,658,199,0,0,1,0,0
605,380,658,199,0,0,1,0,0
605,375,658,199,0,0,1,0,0
605,370,658,199,0,0,1,0,0
605,365,658,199,0,0,1,0,0
